"","year","parent_entity","parent_type","commodity","production_value","production_unit","total_emissions_MtCO2e"
"12038",1916,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.74124240555449,"Million tonnes/yr",5.53481634470789
"12039",1916,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.442781987756341,"Million tonnes/yr",1.20177187308863
"12040",1917,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.878385519555425,"Million tonnes/yr",1.17634277432486
"12041",1917,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.68032590821775,"Million tonnes/yr",5.41182042707633
"12042",1917,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.432942388734017,"Million tonnes/yr",1.17506583337952
"12043",1918,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.858422211921677,"Million tonnes/yr",1.14960771077501
"12044",1918,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.61940940997382,"Million tonnes/yr",5.28882450761307
"12045",1918,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.4231027888045,"Million tonnes/yr",1.14835979120816
"12046",1919,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.838458905195123,"Million tonnes/yr",1.12287264844008
"12047",1919,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.55849291263709,"Million tonnes/yr",5.16582858998151
"12048",1919,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.413263188874983,"Million tonnes/yr",1.12165374903681
"12049",1920,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.818495597561375,"Million tonnes/yr",1.09613758489023
"12050",1920,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.49757641439316,"Million tonnes/yr",5.04283267051825
"12051",1920,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.403423588945465,"Million tonnes/yr",1.09494770686545
"12052",1921,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.798532289927627,"Million tonnes/yr",1.06940252134038
"12053",1921,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.43665991614923,"Million tonnes/yr",4.91983675105498
"12054",1921,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.393583989015948,"Million tonnes/yr",1.06824166469409
"12055",1922,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.778568983201073,"Million tonnes/yr",1.04266745900545
"12056",1922,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.3757434188125,"Million tonnes/yr",4.79684083342342
"12057",1922,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.383744389993625,"Million tonnes/yr",1.04153562498498
"12058",1923,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.758605675567325,"Million tonnes/yr",1.0159323954556
"12059",1923,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.31482692056857,"Million tonnes/yr",4.67384491396016
"12060",1923,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.373904790064107,"Million tonnes/yr",1.01482958281362
"12061",1924,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.738642368840771,"Million tonnes/yr",0.98919733312067
"12062",1924,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.25391042232464,"Million tonnes/yr",4.55084899449689
"12063",1924,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.36406519013459,"Million tonnes/yr",0.988123540642264
"12064",1925,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.718679061207023,"Million tonnes/yr",0.962462269570818
"12065",1925,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.19299392498791,"Million tonnes/yr",4.42785307686534
"12066",1925,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.354225590205073,"Million tonnes/yr",0.961417498470905
"12067",1926,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.698715753573274,"Million tonnes/yr",0.935727206020966
"12068",1926,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.13207742674398,"Million tonnes/yr",4.30485715740207
"12069",1926,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.344385990275555,"Million tonnes/yr",0.934711456299546
"12070",1927,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.67875244684672,"Million tonnes/yr",0.908992143686037
"12071",1927,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.07116092850005,"Million tonnes/yr",4.18186123793881
"12072",1927,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.334546391253232,"Million tonnes/yr",0.908005416590438
"12073",1928,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.658789139212972,"Million tonnes/yr",0.882257080136185
"12074",1928,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.01024443116331,"Million tonnes/yr",4.05886532030725
"12075",1928,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.324706791323714,"Million tonnes/yr",0.88129937441908
"12076",1929,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.638825832486418,"Million tonnes/yr",0.855522017801257
"12077",1929,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.94932793291938,"Million tonnes/yr",3.93586940084399
"12078",1929,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.314867191394197,"Million tonnes/yr",0.854593332247721
"12079",1930,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.61886252485267,"Million tonnes/yr",0.828786954251405
"12080",1930,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.88841143558265,"Million tonnes/yr",3.81287348321243
"12081",1930,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.30502759146468,"Million tonnes/yr",0.827887290076362
"12082",1931,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.598899218126116,"Million tonnes/yr",0.802051891916477
"12083",1931,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.82749493733872,"Million tonnes/yr",3.68987756374916
"12084",1931,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.295187992442356,"Million tonnes/yr",0.801181250367254
"12085",1932,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.628034855436132,"Million tonnes/yr",0.841070632164306
"12086",1932,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",1.91640009657019,"Million tonnes/yr",3.86938512114215
"12087",1932,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.309548488680556,"Million tonnes/yr",0.840157633643622
"12088",1933,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.657170492746149,"Million tonnes/yr",0.880089372412135
"12089",1933,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.00530525580165,"Million tonnes/yr",4.04889267853515
"12090",1933,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.323908985825949,"Million tonnes/yr",0.87913401938224
"12091",1934,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.686306130963359,"Million tonnes/yr",0.919108113874888
"12092",1934,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.09421041503312,"Million tonnes/yr",4.22840023592814
"12093",1934,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.338269482971342,"Million tonnes/yr",0.918110405120858
"12094",1935,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.715441768273376,"Million tonnes/yr",0.958126854122717
"12095",1935,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.18311557335739,"Million tonnes/yr",4.40790779148942
"12096",1935,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.352629979209541,"Million tonnes/yr",0.957086788397225
"12097",1936,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.744577405583392,"Million tonnes/yr",0.997145594370546
"12098",1936,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.27202073258886,"Million tonnes/yr",4.58741534888241
"12099",1936,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.366990476354934,"Million tonnes/yr",0.996063174135843
"12100",1937,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.773713043800603,"Million tonnes/yr",1.0361643358333
"12101",1937,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.36092589182032,"Million tonnes/yr",4.76692290627541
"12102",1937,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.381350973500328,"Million tonnes/yr",1.03503955987446
"12103",1938,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.802848681110619,"Million tonnes/yr",1.07518307608113
"12104",1938,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.44983105105179,"Million tonnes/yr",4.9464304636684
"12105",1938,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.395711470645721,"Million tonnes/yr",1.07401594561308
"12106",1939,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.831984318420635,"Million tonnes/yr",1.11420181632896
"12107",1939,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.53873621028325,"Million tonnes/yr",5.12593802106139
"12108",1939,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.41007196688392,"Million tonnes/yr",1.11299232888945
"12109",1940,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.861119956637846,"Million tonnes/yr",1.15322055779171
"12110",1940,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.62764136951472,"Million tonnes/yr",5.30544557845438
"12111",1940,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.424432464029313,"Million tonnes/yr",1.15196871462806
"12112",1941,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.890255593947862,"Million tonnes/yr",1.19223929803954
"12113",1941,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.71654652874618,"Million tonnes/yr",5.48495313584737
"12114",1941,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.438792961174707,"Million tonnes/yr",1.19094510036668
"12115",1942,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.919391231257879,"Million tonnes/yr",1.23125803828737
"12116",1942,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.80545168797765,"Million tonnes/yr",5.66446069324036
"12117",1942,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.4531534583201,"Million tonnes/yr",1.2299214861053
"12118",1943,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.948526869475089,"Million tonnes/yr",1.27027677975012
"12119",1943,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.89435684630192,"Million tonnes/yr",5.84396824880165
"12120",1943,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.467513954558299,"Million tonnes/yr",1.26889786938167
"12121",1944,"Westmoreland Mining","Investor-owned Company","Lignite Coal",0.977662506785106,"Million tonnes/yr",1.30929551999795
"12122",1944,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",2.98326200553339,"Million tonnes/yr",6.02347580619464
"12123",1944,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.481874451703692,"Million tonnes/yr",1.30787425512029
"12124",1945,"Westmoreland Mining","Investor-owned Company","Lignite Coal",1.00679814409512,"Million tonnes/yr",1.34831426024578
"12125",1945,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",3.07216716476485,"Million tonnes/yr",6.20298336358763
"12126",1945,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.496234948849086,"Million tonnes/yr",1.3468506408589
"12127",1946,"Westmoreland Mining","Investor-owned Company","Lignite Coal",1.03593378231233,"Million tonnes/yr",1.38733300170853
"12128",1946,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",3.16107232399632,"Million tonnes/yr",6.38249092098062
"12129",1946,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.510595445994479,"Million tonnes/yr",1.38582702659752
"12130",1947,"Westmoreland Mining","Investor-owned Company","Lignite Coal",1.06506941962235,"Million tonnes/yr",1.42635174195636
"12131",1947,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",3.24997748322778,"Million tonnes/yr",6.56199847837361
"12132",1947,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.524955942232678,"Million tonnes/yr",1.42480340987389
"12133",1948,"Westmoreland Mining","Investor-owned Company","Lignite Coal",1.09420505693237,"Million tonnes/yr",1.46537048220419
"12134",1948,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",3.33888264245925,"Million tonnes/yr",6.74150603576661
"12135",1948,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.539316439378071,"Million tonnes/yr",1.46377979561251
"12136",1949,"Westmoreland Mining","Investor-owned Company","Lignite Coal",1.12334069514958,"Million tonnes/yr",1.50438922366694
"12137",1949,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",3.42778780169072,"Million tonnes/yr",6.9210135931596
"12138",1949,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.553676936523464,"Million tonnes/yr",1.50275618135112
"12139",1950,"Westmoreland Mining","Investor-owned Company","Lignite Coal",1.15247633245959,"Million tonnes/yr",1.54340796391477
"12140",1950,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",3.51669296001499,"Million tonnes/yr",7.10052114872088
"12141",1950,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.568037433668858,"Million tonnes/yr",1.54173256708974
"12142",1951,"Westmoreland Mining","Investor-owned Company","Lignite Coal",1.18161196976961,"Million tonnes/yr",1.5824267041626
"12143",1951,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",3.60559811924645,"Million tonnes/yr",7.28002870611387
"12144",1951,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.582397929907057,"Million tonnes/yr",1.58070895036611
"12145",1952,"Westmoreland Mining","Investor-owned Company","Lignite Coal",1.21074760798682,"Million tonnes/yr",1.62144544562536
"12146",1952,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",3.69450327847792,"Million tonnes/yr",7.45953626350686
"12147",1952,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.59675842705245,"Million tonnes/yr",1.61968533610473
"12148",1953,"Westmoreland Mining","Investor-owned Company","Lignite Coal",1.23988324529684,"Million tonnes/yr",1.66046418587319
"12149",1953,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",3.78340843770938,"Million tonnes/yr",7.63904382089986
"12150",1953,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.611118924197843,"Million tonnes/yr",1.65866172184335
"12151",1954,"Westmoreland Mining","Investor-owned Company","Lignite Coal",1.26901888260685,"Million tonnes/yr",1.69948292612101
"12152",1954,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",3.87231359694085,"Million tonnes/yr",7.81855137829285
"12153",1954,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.625479421343236,"Million tonnes/yr",1.69763810758196
"12154",1955,"Westmoreland Mining","Investor-owned Company","Lignite Coal",1.29815452082406,"Million tonnes/yr",1.73850166758377
"12155",1955,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",3.96121875617232,"Million tonnes/yr",7.99805893568584
"12156",1955,"Westmoreland Mining","Investor-owned Company","Bituminous Coal",0.639839917581436,"Million tonnes/yr",1.73661449085833
"12157",1956,"Westmoreland Mining","Investor-owned Company","Lignite Coal",1.32729015813408,"Million tonnes/yr",1.7775204078316
"12158",1956,"Westmoreland Mining","Investor-owned Company","Sub-Bituminous Coal",4.05012391540378,"Million tonnes/yr",8.17756649307883
